Compound Method,BLANK  BAC-01,BLANK  BAC-01,,BLANK  BAC-02,BLANK  BAC-02,,BLANK  BAC-03,BLANK  BAC-03,,PRO01  BAC-01,PRO01  BAC-01,,PRO02  BAC-02,PRO02  BAC-02,,PRO03  BAC-03,PRO03  BAC-03,,REP01  BAC-01,REP01  BAC-01,,REP02  BAC-02,REP02  BAC-02,,REP03  BAC-03,REP03  BAC-03,,REP04  BAC-01,REP04  BAC-01,,BLANK  BAC-01,BLANK  BAC-01,,BLANK  BAC-02,BLANK  BAC-02,,BLANK  BAC-03,BLANK  BAC-03,,PRO01  BAC-02,PRO01  BAC-02,,PRO02  BAC-03,PRO02  BAC-03,,PRO03  BAC-01,PRO03  BAC-01,,REP01  BAC-02,REP01  BAC-02,,REP02  BAC-03,REP02  BAC-03,,REP03  BAC-01,REP03  BAC-01,,REP04  BAC-02,REP04  BAC-02,,BLANK  BAC01,BLANK  BAC01,,BLANK  BAC02,BLANK  BAC02,,BLANK  BAC03,BLANK  BAC03,,PRO01  BAC-03,PRO01  BAC-03,,PRO02  BAC-01,PRO02  BAC-01,,PRO03  BAC-02,PRO03  BAC-02,,REP01  BAC-03,REP01  BAC-03,,REP02  BAC-01,REP02  BAC-01,,REP03  BAC-02,REP03  BAC-02,,REP04  BAC-03,REP04  BAC-03,
Name,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.
Isophorone,JTB-E02-199-06.D,16.343,431,JTB-E02-199-07.D,16.286,698,JTB-E02-199-08.D,,,JTB-E02-199-11.D,16.319,24211,JTB-E02-199-12.D,,,JTB-E02-199-13.D,16.335,37090,JTB-E02-199-14.D,16.335,36650,JTB-E02-199-15.D,16.319,39689,JTB-E02-199-16.D,16.319,42023,JTB-E02-199-17.D,16.311,25253,JTB-E02-200-06.D,16.327,478,JTB-E02-200-07.D,16.303,406,JTB-E02-200-08.D,16.343,293,JTB-E02-200-11.D,16.335,14479,JTB-E02-200-12.D,16.335,16728,JTB-E02-200-13.D,16.319,7033,JTB-E02-200-14.D,16.319,12703,JTB-E02-200-15.D,16.327,17222,JTB-E02-200-16.D,16.319,14937,JTB-E02-200-17.D,16.327,15378,JTB-E02-201-06.D,16.311,51,JTB-E02-201-07.D,16.327,1028,JTB-E02-201-08.D,16.319,235,JTB-E02-201-11.D,16.335,7969,JTB-E02-201-12.D,16.327,5554,JTB-E02-201-13.D,16.327,9250,JTB-E02-201-14.D,16.327,1185,JTB-E02-201-15.D,16.311,8211,JTB-E02-201-16.D,16.311,6068,JTB-E02-201-17.D,16.335,9002
"Pyrazine, 2,5-dimethyl-3-(3-methylbutyl)-",JTB-E02-199-06.D,16.4,848,JTB-E02-199-07.D,16.4,2807,JTB-E02-199-08.D,,,JTB-E02-199-11.D,16.392,37271,JTB-E02-199-12.D,16.368,51620,JTB-E02-199-13.D,16.408,70107,JTB-E02-199-14.D,16.4,69444,JTB-E02-199-15.D,16.392,53388,JTB-E02-199-16.D,16.392,77595,JTB-E02-199-17.D,16.392,47717,JTB-E02-200-06.D,16.384,490,JTB-E02-200-07.D,16.392,864,JTB-E02-200-08.D,,,JTB-E02-200-11.D,16.408,60535,JTB-E02-200-12.D,16.408,73283,JTB-E02-200-13.D,16.4,36132,JTB-E02-200-14.D,16.392,58720,JTB-E02-200-15.D,16.392,72068,JTB-E02-200-16.D,16.4,33350,JTB-E02-200-17.D,16.392,46429,JTB-E02-201-06.D,16.384,679,JTB-E02-201-07.D,16.367,101,JTB-E02-201-08.D,16.392,146,JTB-E02-201-11.D,16.4,37345,JTB-E02-201-12.D,16.408,62959,JTB-E02-201-13.D,16.408,62570,JTB-E02-201-14.D,16.4,60650,JTB-E02-201-15.D,16.392,64770,JTB-E02-201-16.D,16.392,78494,JTB-E02-201-17.D,16.4,62677
"2-Hexen-1-ol, (E)-",JTB-E02-199-06.D,,,JTB-E02-199-07.D,16.506,876,JTB-E02-199-08.D,16.473,548,JTB-E02-199-11.D,16.498,549985,JTB-E02-199-12.D,16.473,581394,JTB-E02-199-13.D,16.506,626254,JTB-E02-199-14.D,16.506,737915,JTB-E02-199-15.D,16.498,895312,JTB-E02-199-16.D,16.498,894489,JTB-E02-199-17.D,16.498,815374,JTB-E02-200-06.D,16.514,3036,JTB-E02-200-07.D,,,JTB-E02-200-08.D,16.514,1241,JTB-E02-200-11.D,16.506,360844,JTB-E02-200-12.D,16.506,711191,JTB-E02-200-13.D,16.506,642504,JTB-E02-200-14.D,16.498,699424,JTB-E02-200-15.D,16.497,860870,JTB-E02-200-16.D,16.498,747566,JTB-E02-200-17.D,16.497,746098,JTB-E02-201-06.D,16.498,3089,JTB-E02-201-07.D,16.473,366,JTB-E02-201-08.D,16.481,209,JTB-E02-201-11.D,16.506,588089,JTB-E02-201-12.D,16.506,361631,JTB-E02-201-13.D,16.506,587709,JTB-E02-201-14.D,16.497,679921,JTB-E02-201-15.D,16.498,723441,JTB-E02-201-16.D,16.497,842544,JTB-E02-201-17.D,16.498,723485
"Benzene, 1,5-dimethyl-2,4-bis(1-methylethyl)-",JTB-E02-199-06.D,17.139,693,JTB-E02-199-07.D,17.107,311,JTB-E02-199-08.D,,,JTB-E02-199-11.D,17.123,5511,JTB-E02-199-12.D,17.123,6279,JTB-E02-199-13.D,17.148,6996,JTB-E02-199-14.D,17.147,191332,JTB-E02-199-15.D,17.131,258475,JTB-E02-199-16.D,17.139,276278,JTB-E02-199-17.D,17.123,264435,JTB-E02-200-06.D,17.131,229,JTB-E02-200-07.D,,,JTB-E02-200-08.D,,,JTB-E02-200-11.D,17.139,1412,JTB-E02-200-12.D,17.139,1179,JTB-E02-200-13.D,17.148,495,JTB-E02-200-14.D,17.123,16798,JTB-E02-200-15.D,17.123,32605,JTB-E02-200-16.D,17.123,40940,JTB-E02-200-17.D,17.131,82346,JTB-E02-201-06.D,,,JTB-E02-201-07.D,,,JTB-E02-201-08.D,,,JTB-E02-201-11.D,17.131,1135,JTB-E02-201-12.D,17.139,365,JTB-E02-201-13.D,17.131,545,JTB-E02-201-14.D,17.115,6956,JTB-E02-201-15.D,17.123,8266,JTB-E02-201-16.D,17.139,41186,JTB-E02-201-17.D,17.123,38692
"Benzene, 1-methyl-4-(1-methylethenyl)-",JTB-E02-199-06.D,17.391,5967,JTB-E02-199-07.D,,,JTB-E02-199-08.D,,,JTB-E02-199-11.D,17.367,15934,JTB-E02-199-12.D,17.351,10340,JTB-E02-199-13.D,17.383,19213,JTB-E02-199-14.D,17.367,17125,JTB-E02-199-15.D,17.359,19576,JTB-E02-199-16.D,17.367,22265,JTB-E02-199-17.D,17.359,25043,JTB-E02-200-06.D,17.383,313,JTB-E02-200-07.D,17.342,89,JTB-E02-200-08.D,,,JTB-E02-200-11.D,17.375,10688,JTB-E02-200-12.D,17.367,12096,JTB-E02-200-13.D,17.367,7521,JTB-E02-200-14.D,17.391,15005,JTB-E02-200-15.D,17.367,10999,JTB-E02-200-16.D,17.359,5949,JTB-E02-200-17.D,17.367,14628,JTB-E02-201-06.D,17.391,766,JTB-E02-201-07.D,,,JTB-E02-201-08.D,17.399,2036,JTB-E02-201-11.D,17.383,934,JTB-E02-201-12.D,17.383,10385,JTB-E02-201-13.D,17.359,1337,JTB-E02-201-14.D,17.367,5025,JTB-E02-201-15.D,17.367,13047,JTB-E02-201-16.D,17.359,5756,JTB-E02-201-17.D,17.367,4451
Ethyl 2-(5-methyl-5-vinyltetrahydrofuran-2-yl)propan-2-yl carbonate,JTB-E02-199-06.D,17.627,371,JTB-E02-199-07.D,17.627,63,JTB-E02-199-08.D,17.594,516,JTB-E02-199-11.D,17.627,113637,JTB-E02-199-12.D,17.602,140837,JTB-E02-199-13.D,17.635,150693,JTB-E02-199-14.D,17.627,189294,JTB-E02-199-15.D,17.619,166388,JTB-E02-199-16.D,17.627,224764,JTB-E02-199-17.D,17.627,213402,JTB-E02-200-06.D,17.578,270,JTB-E02-200-07.D,17.635,1106,JTB-E02-200-08.D,17.619,576,JTB-E02-200-11.D,17.635,138423,JTB-E02-200-12.D,17.627,164680,JTB-E02-200-13.D,17.627,82467,JTB-E02-200-14.D,17.627,256427,JTB-E02-200-15.D,17.618,225537,JTB-E02-200-16.D,17.627,221520,JTB-E02-200-17.D,17.627,246821,JTB-E02-201-06.D,17.635,272,JTB-E02-201-07.D,17.635,439,JTB-E02-201-08.D,17.627,205,JTB-E02-201-11.D,17.627,130311,JTB-E02-201-12.D,17.635,146067,JTB-E02-201-13.D,17.627,138094,JTB-E02-201-14.D,17.627,330253,JTB-E02-201-15.D,17.619,388946,JTB-E02-201-16.D,17.627,408970,JTB-E02-201-17.D,17.618,282088
"Pyrazine, 2-ethyl-3,5-dimethyl-",JTB-E02-199-06.D,,,JTB-E02-199-07.D,17.7,550,JTB-E02-199-08.D,,,JTB-E02-199-11.D,17.684,154604,JTB-E02-199-12.D,17.667,160171,JTB-E02-199-13.D,17.692,198295,JTB-E02-199-14.D,17.692,207556,JTB-E02-199-15.D,17.684,227863,JTB-E02-199-16.D,17.684,234541,JTB-E02-199-17.D,17.684,230934,JTB-E02-200-06.D,17.708,1822,JTB-E02-200-07.D,,,JTB-E02-200-08.D,,,JTB-E02-200-11.D,17.7,183543,JTB-E02-200-12.D,17.692,193377,JTB-E02-200-13.D,17.7,202077,JTB-E02-200-14.D,17.684,173543,JTB-E02-200-15.D,17.683,182615,JTB-E02-200-16.D,17.684,186223,JTB-E02-200-17.D,17.683,193755,JTB-E02-201-06.D,17.724,1625,JTB-E02-201-07.D,,,JTB-E02-201-08.D,17.675,214,JTB-E02-201-11.D,17.692,171000,JTB-E02-201-12.D,17.692,175225,JTB-E02-201-13.D,17.692,167500,JTB-E02-201-14.D,17.683,150038,JTB-E02-201-15.D,17.692,164304,JTB-E02-201-16.D,17.683,205002,JTB-E02-201-17.D,17.683,177413
"Pyrazine, 3-ethyl-2,5-dimethyl-",JTB-E02-199-06.D,,,JTB-E02-199-07.D,17.7,803,JTB-E02-199-08.D,,,JTB-E02-199-11.D,17.684,154604,JTB-E02-199-12.D,17.667,160171,JTB-E02-199-13.D,17.692,198295,JTB-E02-199-14.D,17.692,207556,JTB-E02-199-15.D,17.684,227863,JTB-E02-199-16.D,17.684,234541,JTB-E02-199-17.D,17.684,230934,JTB-E02-200-06.D,17.708,1822,JTB-E02-200-07.D,,,JTB-E02-200-08.D,,,JTB-E02-200-11.D,17.7,183543,JTB-E02-200-12.D,17.692,193377,JTB-E02-200-13.D,17.7,202077,JTB-E02-200-14.D,17.684,173543,JTB-E02-200-15.D,17.683,182615,JTB-E02-200-16.D,17.684,186223,JTB-E02-200-17.D,17.683,193755,JTB-E02-201-06.D,,,JTB-E02-201-07.D,,,JTB-E02-201-08.D,17.675,183,JTB-E02-201-11.D,17.692,171000,JTB-E02-201-12.D,17.692,175225,JTB-E02-201-13.D,17.692,167500,JTB-E02-201-14.D,17.683,150038,JTB-E02-201-15.D,17.692,164304,JTB-E02-201-16.D,17.683,205002,JTB-E02-201-17.D,17.683,177413
1-Octen-3-ol,JTB-E02-199-06.D,17.87,3690,JTB-E02-199-07.D,17.862,908,JTB-E02-199-08.D,17.871,1216,JTB-E02-199-11.D,17.879,24628,JTB-E02-199-12.D,17.862,29012,JTB-E02-199-13.D,17.895,37391,JTB-E02-199-14.D,17.895,47294,JTB-E02-199-15.D,17.879,38149,JTB-E02-199-16.D,17.887,57492,JTB-E02-199-17.D,17.879,49517,JTB-E02-200-06.D,17.854,122,JTB-E02-200-07.D,17.878,358,JTB-E02-200-08.D,17.87,3449,JTB-E02-200-11.D,17.887,20555,JTB-E02-200-12.D,17.887,26693,JTB-E02-200-13.D,17.887,25499,JTB-E02-200-14.D,17.879,25242,JTB-E02-200-15.D,17.887,38496,JTB-E02-200-16.D,17.887,29525,JTB-E02-200-17.D,17.878,24364,JTB-E02-201-06.D,17.879,863,JTB-E02-201-07.D,,,JTB-E02-201-08.D,17.87,68,JTB-E02-201-11.D,17.887,14654,JTB-E02-201-12.D,17.887,16294,JTB-E02-201-13.D,17.887,14537,JTB-E02-201-14.D,17.887,21168,JTB-E02-201-15.D,17.887,23150,JTB-E02-201-16.D,17.887,32235,JTB-E02-201-17.D,17.878,25040
Furfural,JTB-E02-199-06.D,18.114,12534,JTB-E02-199-07.D,18.122,16421,JTB-E02-199-08.D,18.13,557,JTB-E02-199-11.D,18.114,1411725,JTB-E02-199-12.D,18.098,1280151,JTB-E02-199-13.D,18.122,1647070,JTB-E02-199-14.D,18.122,1469787,JTB-E02-199-15.D,18.114,1685341,JTB-E02-199-16.D,18.114,1744778,JTB-E02-199-17.D,18.114,1624465,JTB-E02-200-06.D,,,JTB-E02-200-07.D,18.138,57114,JTB-E02-200-08.D,18.139,42958,JTB-E02-200-11.D,18.122,1876654,JTB-E02-200-12.D,18.122,2311001,JTB-E02-200-13.D,18.122,2092587,JTB-E02-200-14.D,18.114,651210,JTB-E02-200-15.D,18.114,307909,JTB-E02-200-16.D,18.114,1028592,JTB-E02-200-17.D,18.114,1174442,JTB-E02-201-06.D,18.13,42257,JTB-E02-201-07.D,18.13,46144,JTB-E02-201-08.D,18.138,3061,JTB-E02-201-11.D,18.122,2387678,JTB-E02-201-12.D,18.122,2157354,JTB-E02-201-13.D,18.122,2141248,JTB-E02-201-14.D,18.114,484464,JTB-E02-201-15.D,18.114,237362,JTB-E02-201-16.D,18.114,833174,JTB-E02-201-17.D,18.106,890536
Ethyl 2-(5-methyl-5-vinyltetrahydrofuran-2-yl)propan-2-yl carbonate1,JTB-E02-199-06.D,18.504,208,JTB-E02-199-07.D,18.488,341,JTB-E02-199-08.D,18.52,434,JTB-E02-199-11.D,18.496,38296,JTB-E02-199-12.D,18.488,25827,JTB-E02-199-13.D,18.504,46564,JTB-E02-199-14.D,18.504,66186,JTB-E02-199-15.D,18.496,69748,JTB-E02-199-16.D,18.496,73898,JTB-E02-199-17.D,18.496,66012,JTB-E02-200-06.D,18.48,716,JTB-E02-200-07.D,18.48,151,JTB-E02-200-08.D,18.496,427,JTB-E02-200-11.D,18.504,43884,JTB-E02-200-12.D,18.504,54121,JTB-E02-200-13.D,18.504,24057,JTB-E02-200-14.D,18.496,93533,JTB-E02-200-15.D,18.496,114538,JTB-E02-200-16.D,18.504,73936,JTB-E02-200-17.D,18.496,84129,JTB-E02-201-06.D,18.488,1210,JTB-E02-201-07.D,18.48,335,JTB-E02-201-08.D,18.496,535,JTB-E02-201-11.D,18.496,25637,JTB-E02-201-12.D,18.504,44859,JTB-E02-201-13.D,18.504,42290,JTB-E02-201-14.D,18.496,81117,JTB-E02-201-15.D,18.496,140539,JTB-E02-201-16.D,18.496,126504,JTB-E02-201-17.D,18.496,87894
"4-[p-Fluorophenyl]-2H-1,3[3H]-oxazine-2,6-dione",JTB-E02-199-06.D,18.65,271,JTB-E02-199-07.D,,,JTB-E02-199-08.D,18.642,355,JTB-E02-199-11.D,18.658,9811,JTB-E02-199-12.D,18.618,5202,JTB-E02-199-13.D,18.658,6165,JTB-E02-199-14.D,18.666,6294,JTB-E02-199-15.D,18.642,8266,JTB-E02-199-16.D,18.642,10763,JTB-E02-199-17.D,18.65,12766,JTB-E02-200-06.D,,,JTB-E02-200-07.D,18.61,348,JTB-E02-200-08.D,18.618,248,JTB-E02-200-11.D,18.65,1572,JTB-E02-200-12.D,18.667,774,JTB-E02-200-13.D,18.675,1492,JTB-E02-200-14.D,18.65,752,JTB-E02-200-15.D,18.634,1256,JTB-E02-200-16.D,18.65,901,JTB-E02-200-17.D,18.642,2923,JTB-E02-201-06.D,18.65,297,JTB-E02-201-07.D,18.618,262,JTB-E02-201-08.D,18.634,265,JTB-E02-201-11.D,18.65,1683,JTB-E02-201-12.D,18.658,460,JTB-E02-201-13.D,18.658,2098,JTB-E02-201-14.D,18.65,393,JTB-E02-201-15.D,18.626,233,JTB-E02-201-16.D,18.65,2708,JTB-E02-201-17.D,18.626,2026
"Benzene, 1,2,3,4-tetramethyl-",JTB-E02-199-06.D,18.886,694,JTB-E02-199-07.D,18.91,1837,JTB-E02-199-08.D,18.886,466,JTB-E02-199-11.D,18.894,26203,JTB-E02-199-12.D,18.886,27568,JTB-E02-199-13.D,18.91,41964,JTB-E02-199-14.D,18.918,36788,JTB-E02-199-15.D,18.902,41208,JTB-E02-199-16.D,18.894,39260,JTB-E02-199-17.D,18.894,30732,JTB-E02-200-06.D,18.935,2440,JTB-E02-200-07.D,,,JTB-E02-200-08.D,18.935,1135,JTB-E02-200-11.D,18.91,1055,JTB-E02-200-12.D,18.918,4495,JTB-E02-200-13.D,18.902,3013,JTB-E02-200-14.D,18.902,1430,JTB-E02-200-15.D,18.918,6222,JTB-E02-200-16.D,18.91,2591,JTB-E02-200-17.D,18.902,4437,JTB-E02-201-06.D,18.926,1558,JTB-E02-201-07.D,18.894,587,JTB-E02-201-08.D,18.91,523,JTB-E02-201-11.D,18.886,366,JTB-E02-201-12.D,18.894,1775,JTB-E02-201-13.D,18.886,345,JTB-E02-201-14.D,18.91,1503,JTB-E02-201-15.D,18.878,1867,JTB-E02-201-16.D,18.91,1283,JTB-E02-201-17.D,18.91,520
2-Ethyl-1-hexanol,JTB-E02-199-06.D,19.113,8475,JTB-E02-199-07.D,19.137,19768,JTB-E02-199-08.D,19.113,101,JTB-E02-199-11.D,19.13,39601,JTB-E02-199-12.D,19.113,35936,JTB-E02-199-13.D,19.13,65381,JTB-E02-199-14.D,19.138,58849,JTB-E02-199-15.D,19.121,72932,JTB-E02-199-16.D,19.13,81313,JTB-E02-199-17.D,19.13,70582,JTB-E02-200-06.D,19.154,4762,JTB-E02-200-07.D,19.146,3880,JTB-E02-200-08.D,19.13,5063,JTB-E02-200-11.D,19.129,37765,JTB-E02-200-12.D,19.138,57569,JTB-E02-200-13.D,19.13,47841,JTB-E02-200-14.D,19.121,50023,JTB-E02-200-15.D,19.121,62651,JTB-E02-200-16.D,19.13,50723,JTB-E02-200-17.D,19.121,56252,JTB-E02-201-06.D,19.121,1500,JTB-E02-201-07.D,19.105,1594,JTB-E02-201-08.D,,,JTB-E02-201-11.D,19.138,61187,JTB-E02-201-12.D,19.121,25078,JTB-E02-201-13.D,19.13,41393,JTB-E02-201-14.D,19.129,58028,JTB-E02-201-15.D,19.121,55494,JTB-E02-201-16.D,19.121,64340,JTB-E02-201-17.D,19.121,55309
"2,4,6-Trimethyl-1,3-phenylenediamine",JTB-E02-199-06.D,,,JTB-E02-199-07.D,19.194,455,JTB-E02-199-08.D,,,JTB-E02-199-11.D,19.219,11864,JTB-E02-199-12.D,19.194,6649,JTB-E02-199-13.D,19.211,19206,JTB-E02-199-14.D,19.219,17160,JTB-E02-199-15.D,19.211,18507,JTB-E02-199-16.D,19.203,15617,JTB-E02-199-17.D,19.211,17220,JTB-E02-200-06.D,19.203,610,JTB-E02-200-07.D,,,JTB-E02-200-08.D,19.186,249,JTB-E02-200-11.D,19.219,13401,JTB-E02-200-12.D,19.227,17456,JTB-E02-200-13.D,19.211,16286,JTB-E02-200-14.D,19.211,10762,JTB-E02-200-15.D,19.202,12081,JTB-E02-200-16.D,19.219,10396,JTB-E02-200-17.D,19.202,15951,JTB-E02-201-06.D,19.227,552,JTB-E02-201-07.D,,,JTB-E02-201-08.D,,,JTB-E02-201-11.D,19.211,9729,JTB-E02-201-12.D,19.227,12139,JTB-E02-201-13.D,19.219,10046,JTB-E02-201-14.D,19.211,6334,JTB-E02-201-15.D,19.203,7893,JTB-E02-201-16.D,19.211,8872,JTB-E02-201-17.D,19.211,1578
"Ethanone, 1-(2-furanyl)-",JTB-E02-199-06.D,19.398,787,JTB-E02-199-07.D,19.414,873,JTB-E02-199-08.D,19.406,328,JTB-E02-199-11.D,19.398,58819,JTB-E02-199-12.D,19.373,61010,JTB-E02-199-13.D,19.398,44139,JTB-E02-199-14.D,19.406,81552,JTB-E02-199-15.D,19.389,72167,JTB-E02-199-16.D,19.398,118873,JTB-E02-199-17.D,19.398,104113,JTB-E02-200-06.D,19.381,241,JTB-E02-200-07.D,19.406,554,JTB-E02-200-08.D,,,JTB-E02-200-11.D,19.398,81099,JTB-E02-200-12.D,19.398,99186,JTB-E02-200-13.D,19.398,58032,JTB-E02-200-14.D,19.389,97810,JTB-E02-200-15.D,19.397,106938,JTB-E02-200-16.D,19.398,106669,JTB-E02-200-17.D,19.389,102335,JTB-E02-201-06.D,,,JTB-E02-201-07.D,,,JTB-E02-201-08.D,,,JTB-E02-201-11.D,19.398,91710,JTB-E02-201-12.D,19.406,87495,JTB-E02-201-13.D,19.398,83246,JTB-E02-201-14.D,19.397,95540,JTB-E02-201-15.D,19.398,97483,JTB-E02-201-16.D,19.397,112288,JTB-E02-201-17.D,19.389,108767
Dill ether,JTB-E02-199-06.D,19.82,224,JTB-E02-199-07.D,,,JTB-E02-199-08.D,,,JTB-E02-199-11.D,19.82,81210,JTB-E02-199-12.D,19.812,69197,JTB-E02-199-13.D,19.836,112188,JTB-E02-199-14.D,19.82,59682,JTB-E02-199-15.D,19.812,73821,JTB-E02-199-16.D,19.82,138711,JTB-E02-199-17.D,19.82,132005,JTB-E02-200-06.D,,,JTB-E02-200-07.D,19.812,140,JTB-E02-200-08.D,19.836,914,JTB-E02-200-11.D,19.828,29478,JTB-E02-200-12.D,19.82,39989,JTB-E02-200-13.D,19.828,32389,JTB-E02-200-14.D,19.82,32460,JTB-E02-200-15.D,19.82,46606,JTB-E02-200-16.D,19.82,41235,JTB-E02-200-17.D,19.82,46207,JTB-E02-201-06.D,,,JTB-E02-201-07.D,,,JTB-E02-201-08.D,,,JTB-E02-201-11.D,19.828,18905,JTB-E02-201-12.D,19.828,20760,JTB-E02-201-13.D,19.82,7399,JTB-E02-201-14.D,19.82,26469,JTB-E02-201-15.D,19.812,32289,JTB-E02-201-16.D,19.82,31866,JTB-E02-201-17.D,19.82,26685
Benzaldehyde,JTB-E02-199-06.D,19.942,268565,JTB-E02-199-07.D,19.942,252682,JTB-E02-199-08.D,19.95,2258,JTB-E02-199-11.D,19.918,25297918,JTB-E02-199-12.D,19.908,20626022,JTB-E02-199-13.D,19.926,27340858,JTB-E02-199-14.D,19.926,22548613,JTB-E02-199-15.D,19.917,22772905,JTB-E02-199-16.D,19.926,24071372,JTB-E02-199-17.D,19.926,23183028,JTB-E02-200-06.D,19.942,1109113,JTB-E02-200-07.D,,,JTB-E02-200-08.D,,,JTB-E02-200-11.D,19.934,26396080,JTB-E02-200-12.D,19.926,27960600,JTB-E02-200-13.D,19.934,28120791,JTB-E02-200-14.D,19.917,8413963,JTB-E02-200-15.D,19.925,4232075,JTB-E02-200-16.D,19.918,12487835,JTB-E02-200-17.D,19.917,14792294,JTB-E02-201-06.D,,,JTB-E02-201-07.D,,,JTB-E02-201-08.D,,,JTB-E02-201-11.D,19.934,25539910,JTB-E02-201-12.D,19.926,24035375,JTB-E02-201-13.D,19.926,25086803,JTB-E02-201-14.D,19.925,4946515,JTB-E02-201-15.D,19.926,2509114,JTB-E02-201-16.D,19.917,7639216,JTB-E02-201-17.D,19.917,8866696
"Phenol, 2-(1-methyl-2-buthenyl)-4-methoxy-",JTB-E02-199-06.D,20.226,1031,JTB-E02-199-07.D,20.25,199,JTB-E02-199-08.D,,,JTB-E02-199-11.D,20.21,870067,JTB-E02-199-12.D,20.202,640402,JTB-E02-199-13.D,20.218,1309343,JTB-E02-199-14.D,20.218,1213881,JTB-E02-199-15.D,20.21,1246342,JTB-E02-199-16.D,20.21,1201057,JTB-E02-199-17.D,20.21,1020073,JTB-E02-200-06.D,,,JTB-E02-200-07.D,20.234,3057,JTB-E02-200-08.D,,,JTB-E02-200-11.D,20.226,52303,JTB-E02-200-12.D,20.21,32416,JTB-E02-200-13.D,20.21,28820,JTB-E02-200-14.D,20.21,47156,JTB-E02-200-15.D,20.218,59704,JTB-E02-200-16.D,20.21,52401,JTB-E02-200-17.D,20.21,64188,JTB-E02-201-06.D,20.218,479,JTB-E02-201-07.D,,,JTB-E02-201-08.D,,,JTB-E02-201-11.D,20.218,28890,JTB-E02-201-12.D,20.218,38394,JTB-E02-201-13.D,20.21,41138,JTB-E02-201-14.D,20.218,26790,JTB-E02-201-15.D,20.202,30322,JTB-E02-201-16.D,20.21,16757,JTB-E02-201-17.D,20.202,30599
"1,4-Dimethoxy-2-methyl-5-(prop-1-en-2-yl)benzene",JTB-E02-199-06.D,20.307,5244,JTB-E02-199-07.D,20.307,5646,JTB-E02-199-08.D,,,JTB-E02-199-11.D,20.283,324968,JTB-E02-199-12.D,20.275,493549,JTB-E02-199-13.D,20.299,284493,JTB-E02-199-14.D,20.299,285312,JTB-E02-199-15.D,20.291,465591,JTB-E02-199-16.D,20.291,465879,JTB-E02-199-17.D,20.291,413960,JTB-E02-200-06.D,20.307,1208,JTB-E02-200-07.D,20.315,3449,JTB-E02-200-08.D,20.299,877,JTB-E02-200-11.D,20.291,8472,JTB-E02-200-12.D,20.307,18553,JTB-E02-200-13.D,20.291,16861,JTB-E02-200-14.D,20.283,21924,JTB-E02-200-15.D,20.283,35116,JTB-E02-200-16.D,20.291,21986,JTB-E02-200-17.D,20.291,11917,JTB-E02-201-06.D,20.316,1509,JTB-E02-201-07.D,20.315,3333,JTB-E02-201-08.D,,,JTB-E02-201-11.D,20.291,9145,JTB-E02-201-12.D,20.299,5399,JTB-E02-201-13.D,20.307,4542,JTB-E02-201-14.D,20.299,12129,JTB-E02-201-15.D,20.283,12879,JTB-E02-201-16.D,20.283,14528,JTB-E02-201-17.D,20.275,15187
Linalool,JTB-E02-199-06.D,,,JTB-E02-199-07.D,20.835,407,JTB-E02-199-08.D,20.844,229,JTB-E02-199-11.D,20.835,132185,JTB-E02-199-12.D,20.827,150315,JTB-E02-199-13.D,20.844,145143,JTB-E02-199-14.D,20.843,191208,JTB-E02-199-15.D,20.835,225650,JTB-E02-199-16.D,20.835,207026,JTB-E02-199-17.D,20.835,191214,JTB-E02-200-06.D,20.852,1965,JTB-E02-200-07.D,20.868,2227,JTB-E02-200-08.D,20.844,1074,JTB-E02-200-11.D,20.843,72599,JTB-E02-200-12.D,20.835,60896,JTB-E02-200-13.D,20.844,80219,JTB-E02-200-14.D,20.835,77839,JTB-E02-200-15.D,20.835,108845,JTB-E02-200-16.D,20.835,84193,JTB-E02-200-17.D,20.835,85684,JTB-E02-201-06.D,20.86,168,JTB-E02-201-07.D,20.851,197,JTB-E02-201-08.D,20.86,296,JTB-E02-201-11.D,20.835,29920,JTB-E02-201-12.D,20.843,50454,JTB-E02-201-13.D,20.835,47535,JTB-E02-201-14.D,20.835,51162,JTB-E02-201-15.D,20.835,63298,JTB-E02-201-16.D,20.835,75581,JTB-E02-201-17.D,20.843,65676
